tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
392,NikeSupport,FALSE,Tue Oct 31 21:46:24 +0000 2017,"@115806 You're welcome, William. Give us a shout if you need assistance with anything else. Good luck with the NRC app.",,393
394,NikeSupport,FALSE,Tue Oct 31 21:41:33 +0000 2017,@115806 While the Coach plans can be weeks in time. It's up to you to decide what fits you best. (2/2),393,395
396,NikeSupport,FALSE,Tue Oct 31 21:41:08 +0000 2017,@115806 We got this. Both are beneficial to starting the NRC app. The Audio Guided runs are one time runs. (1/2),,395
31797,NikeSupport,FALSE,Wed Nov 01 12:26:52 +0000 2017,"@123016 Hola, gracias por tu opiniÃ³n, lo tomaremos como feedback para futuras actualizaciones. Saludos",,31798
31799,NikeSupport,FALSE,Wed Nov 01 12:25:24 +0000 2017,@123017 Muchas gracias a t i por confiar en nosotros. Sigue en marcha,,31800
31801,NikeSupport,FALSE,Tue Oct 31 09:50:27 +0000 2017,"@123017 Vamos a ayudarte. Prueba a desisntala la App, limpia cache y cookies, resetea el telÃ©fono y reinstala la App. Â¿Funciona?",31800,
31802,NikeSupport,FALSE,Wed Nov 01 12:00:34 +0000 2017,"@123018 We are here for you. Due to limited characters, please send us DM from the following link. Meet you there. https://t.co/dsJjx1OYXB",,31803
35123,NikeSupport,FALSE,Wed Nov 01 13:02:24 +0000 2017,"@123645 Hola, gracias por tu opiniÃ³n, lo tomaremos como feedback para futuras actualizaciones. Saludos y sigue en marcha",35124,35125
35126,NikeSupport,FALSE,Wed Nov 01 13:01:56 +0000 2017,"@123646 Vamos a ayudarte. Prueba a desisntala la App, limpia cache y cookies, resetea el telÃ©fono y reinstala la App. Â¿Funciona?",35127,35128
35129,NikeSupport,FALSE,Thu Nov 02 14:20:29 +0000 2017,@123646 Â¿Podrias cambiar el idioma y region del telefono a InglÃ©s?Â¿Funciona? Si es asi vuelvelo al castellano.,,35127
35130,NikeSupport,FALSE,Wed Nov 01 13:01:01 +0000 2017,@123647 Â¿PodrÃ­as asegurarte que  estÃ¡s corriendo con el modo ahorro energÃ­a desactivado?,,35131
35132,NikeSupport,FALSE,Wed Nov 01 12:59:56 +0000 2017,@123648 Â¿PodrÃ­as asegurarte que  estÃ¡s corriendo con el modo ahorro energÃ­a desactivado?,35133,35134
42306,NikeSupport,FALSE,Wed Nov 01 15:38:25 +0000 2017,"@125344 Let's see what we can do, Andreu. Are you seeing your activity on https://t.co/nfRCbrOawD and in the NRC app?",42307,42308
42309,NikeSupport,FALSE,Wed Nov 01 19:39:30 +0000 2017,@125344 Can you pass us your NikePlus email via DM? Click the link below. https://t.co/dsJjx1OYXB,42310,42307
42311,NikeSupport,FALSE,Wed Nov 01 15:28:29 +0000 2017,"@125345 Good question, Emily. Exporting runs from the NRC app to Garmin is not a feature.",42312,42313
42314,NikeSupport,FALSE,Wed Nov 01 15:23:24 +0000 2017,"@125346 Here to help. Just to clarify, do you want to turn off Cheers completely or just the notifications?",42315,42316
42317,NikeSupport,FALSE,Wed Nov 01 15:59:24 +0000 2017,@125346 Got it. What version of the NRC app are you using? Let us know.,,42315
42318,NikeSupport,FALSE,Wed Nov 01 15:09:56 +0000 2017,@125347 Go ahead and uninstall the NRC app&gt; restart device&gt; reinstall the NRC app. Better?,42319,42320
42321,NikeSupport,FALSE,Wed Nov 01 16:19:00 +0000 2017,@125347 Are you using Wifi or mobile data?,42322,42319
42323,NikeSupport,FALSE,Wed Nov 01 16:23:31 +0000 2017,@125347 Let's have you try using mobile data. Any luck?,42324,42322
42325,NikeSupport,FALSE,Tue Oct 31 17:18:57 +0000 2017,"@125347 Thanks for sending that over. Can you tell us what device, operating system, and version of the NRC app you're using?",42320,42326
42327,NikeSupport,FALSE,Tue Oct 31 16:46:59 +0000 2017,@125347 Can you pass us a screenshot of what you're seeing?,"4,232,642,328",42329
42330,NikeSupport,FALSE,Tue Oct 31 14:56:48 +0000 2017,@125347 Here to help. Go ahead and uninstall the NRC app&gt; restart device&gt; reinstall the NRC app. Success?,42329,42331
42332,NikeSupport,FALSE,Tue Oct 31 10:15:28 +0000 2017,"@125347 Happy to help, Rahul. Could you please send us a screenshot of the error message that you receive?",42331,42333
42334,NikeSupport,FALSE,Wed Nov 01 15:07:25 +0000 2017,@125348 We're jumping over to DM for more room. See you there.,,42335
42336,NikeSupport,FALSE,Fri Oct 27 15:07:00 +0000 2017,@125348 Please let us know how many runs are missing and we'll go from there.,"4,233,742,338,423,390,000,000,000",42341
42343,NikeSupport,FALSE,Thu Oct 26 14:43:56 +0000 2017,@125348 You'll have to provide us with how many runs are missing. Do you have a second NikePlus account?,42342,42344
42345,NikeSupport,FALSE,Thu Oct 26 14:36:54 +0000 2017,@125348 How many runs are missing?,"4,234,642,344",42347
42348,NikeSupport,FALSE,Thu Oct 26 14:05:01 +0000 2017,"@125348 Just to clarify, is everything looking correct now or are you still missing runs?",42347,42349
